record_id,binary_label,label_raw,article_id,keyword,country,text,y_true,prob_pos,y_pred,mistake_strength
9341,0,"[0, 0, 0, 0, 0, 0, 0]",4550754,poor-families,jm,""" T-Bird was observant but soft spoken . Only among his friends would you hear him involved in loud talking . He was very caring and he did not allow anyone to change his character and style . He stood for high principles even if it meant he would stand alone . He showed love and respect to all those around him . He was the Godfather for most of the poor families in the community and was always the provider for his family , "" Dillon said .",0,0.9722944,1,0.9722944
8838,0,"[0, 0, 0, 0, 0, 0, 0]",18300417,in-need,ph,""" I always consider this job as a gift , being a nurse is a reward and task given by God to help those who are in need . Seeing your patient recover from an illness , watching their families smile when you give them care , and hearing the first cry of a newborn are just some of the things that make my work special . It might be a heavy work but it can lighten your heart , "" she expressed .",0,0.97207344,1,0.97207344
8626,0,"[0, 0, 0, 0, 0, 0, 0]",23832980,in-need,bd,""" Your personal leadership has been critical to addressing the plight of the Rohingya who fled to safety in your country . I thank you for all you have done to assist these men , women and children in need , "" he wrote in the message .",0,0.9711766,1,0.9711766
9549,0,"[0, 0, 0, 0, 0, 0, 0]",17320278,poor-families,ng,"Usually children of poor families remember their parents ' struggles and become generous to them as poverty early in life drove them to success . It is the children of the rich that feel a sense of entitlement that mostly becomes ungrateful to their parents . The same children that inflated their school fees and shared it equally with the bursar , regardless of their fathers ' sweat on the farm .",0,0.96903944,1,0.96903944
9687,0,"[0, 0, 0, 0, 0, 0, 0]",21886360,poor-families,pk,"In his condolence message , he said , "" All our sympathies are with the poor families as we are standing in cohesion with the Egyptian government and the people in this hour of grief . """,0,0.9687742,1,0.9687742
10031,0,"[0, 0, 0, 0, 0, 0, 0]",30099731,in-need,za,"Adopt a Mission serves as a platform for the church and for likeminded people to reach out to unemployed families in the communities -- whoever is in need . "" <h> The forgotten people of Brooklyn",0,0.9681312,1,0.9681312
9840,0,"[0, 0, 0, 0, 0, 0, 0]",10295088,hopeless,jm,""" Is it the bad gas , the ZIKV , is it the joblessness , the hopelessness , the poverty ? What has changed to make the fortunes of this incompetent , wicked , uncaring , insensitive government be showing up or showing signs ? """,0,0.9669757,1,0.9669757
9423,0,"[0, 0, 0, 0, 0, 0, 0]",16072568,in-need,in,"Christmas is celebration of the birth of not merely a child , but a child who changed the destiny of humans forever . It is celebration of the fact that God wanted to be a part of the human race and so he took on flesh and blood and became human like us . We can also show unconditional love through our good deeds and helping those who are in need of our help and care . Be human and merciful .",0,0.9631281,1,0.9631281
8744,0,"[0, 0, 0, 0, 0, 0, 0]",26143846,homeless,in,"Black grew up in the neighbourhood around the church , where he would eat Franklin 's cooking at lavish meals she provided for the community and the homeless each Thanksgiving and Christmas . "" She made the best oxtail soup , with that cornbread , and it was to die for , "" he recalled . "" It would be so much food that you would n't know what to do . """,0,0.9584192,1,0.9584192
9130,0,"[0, 0, 0, 0, 0, 0, 0]",23109169,vulnerable,ng,"In another development , Eiremiokhae was also bestowed with a Humanitarian Award by the Trinity International University of Ambassadors also in Georgia for his works of charity and care for widows and the vulnerable .",0,0.95767885,1,0.95767885
8610,0,"[0, 0, 0, 0, 0, 0, 0]",24838996,in-need,ph,"Dacawi practically pioneered the concept of civic or community journalism in the city by writing on the plight of indigent patients , other people in need and worthwhile causes that moved people to respond .",0,0.9570824,1,0.9570824
9411,0,"[0, 0, 0, 0, 0, 0, 0]",9977503,in-need,ph,""" The boxing community is wonderful at helping those in need , today is a prime example .",0,0.95304936,1,0.95304936
8978,0,"[0, 0, 0, 0, 0, 0, 0]",8413923,in-need,my,"Jesus begins his teaching in Matthew with the Sermon on the Mount . One group he blesses is those in need of comfort , Blessed are they who mourn , for they will be comforted ( Mt 5:4 ) .",0,0.9515714,1,0.9515714
10200,0,"[0, 0, 0, 0, 0, 0, 0]",24298901,refugee,in,"She also praised the efforts to stabilise the lives of refugees , by providing for their basic needs and helping them overcome their challenges , while stressing that supporting refugees is an ongoing part of the UAE 's humanitarian directives , and the country has taken the responsibility to evaluate their needs and provide them with a variety of urgent and essential aid .",0,0.9504989,1,0.9504989
9362,0,"[0, 0, 0, 0, 0, 0, 0]",3042843,homeless,us,"But he said when the company sent him his refund , they 're going to give all of the money to a group in Columbus that helps the homeless . "" We 're just going to donate it directly to that group and let them help other homeless people , because that 's what was intended to happen , "" he said .",0,0.94855416,1,0.94855416
9540,0,"[0, 0, 0, 0, 0, 0, 0]",19156285,in-need,gb,"She added : "" I am really happy with the awards , but I just want to help those in need . """,0,0.94751436,1,0.94751436
9351,0,"[0, 0, 0, 0, 0, 0, 0]",8281554,hopeless,my,We seem to have lost our way . And a grim sense of helplessness and hopelessness has cast a hazy gloom across the nation . Our beloved nation is in distress . We all need to take ownership to reclaim the nation and rebuild a nation for our children and the generations to come .,0,0.93839264,1,0.93839264
9082,0,"[0, 0, 0, 0, 0, 0, 0]",18785846,vulnerable,gb,"It 's easy to dismiss the peace and love message as corny and pass ? , but Powers is convincing when she speaks of "" valuing people over things "" , and her beliefs are proven later when I learn of her considerable financial support of Taking it to the Streets , a charity helping vulnerable homeless youths , of whom there are many . ( This is depressing given the torrent of wealth pouring into the city from nearby Silicon Valley . If the Summer of Love set out to end stark inequality in its own community , it appears to have failed , despite the efforts of people like Powers . )",0,0.9362276,1,0.9362276
9290,0,"[0, 0, 0, 0, 0, 0, 0]",1837892,poor-families,ng,""" If government makes education free at all levels , it will help many of us from poor families . I am ready to return to school if I see someone who can train me . I am not happy that my madam 's children go to school and I only wash clothes , sell anything they give to me and do all the work in the house . """,0,0.9349316,1,0.9349316
10338,0,"[0, 0, 0, 0, 0, 0, 0]",588893,poor-families,au,"IN 2004 , a small group of women from St John 's Anglican Church in Hervey Bay decided to meet together to sew clothes and bedding for orphan children and poor families being cared for by Australian volunteers in Tanzania , East Africa .",0,0.93467706,1,0.93467706
9353,0,"[0, 0, 0, 0, 0, 0, 0]",156811,hopeless,ph,"But more than taking personal strength from the heroines of Philippine culture , Alma finds greater inspiration in being able to share her skills to build on the dreams of women and children , "" I look at art not as a career but as a spiritual expression . Art should bring out what is innately beautiful , especially to those who are hopeless . """,0,0.9340076,1,0.9340076
8591,0,"[0, 0, 0, 0, 0, 0, 0]",14699180,homeless,us,His friends at the Chevron want people to know he was n't just a faceless homeless person . He was their friend and their family .,0,0.9324932,1,0.9324932
9543,0,"[0, 0, 0, 0, 0, 0, 0]",20489291,poor-families,au,"Many of the children are from poor families , with parents convinced their children will have a better life at the orphanage , according to Lumos .",0,0.9286927,1,0.9286927
9011,0,"[0, 0, 0, 0, 0, 0, 0]",2723856,hopeless,ph,"ATD wants to uplift the self-esteem of MNC residents , without making them feel hopeless or dependent .",0,0.9268955,1,0.9268955
9692,0,"[0, 0, 0, 0, 0, 0, 0]",15221434,hopeless,ke,"It 's precisely what 's needed in our own beloved Kenya , namely , a majority of voters going to the polls come 2017 and saying , enough of the tribal and ethnic based politics , enough of being ruled by inept and incompetent governments and leaders who promise the moon when vying for office only to deliver nothing but more misery , hopelessness and poverty for everyone except themselves and their cronies .",0,0.92662495,1,0.92662495
9301,0,"[0, 0, 0, 0, 0, 0, 0]",20057595,hopeless,gh,*Are the aspirations of the Ghanaian Youth being fulfilled ? *What conscious opportunities are available to the Youth ? *Does Government have good intentions for the Ghanaian Youth ? *What are the possible consequences when the Youth are hopelessly hopeless ?,0,0.9236836,1,0.9236836
8480,0,"[0, 0, 0, 0, 0, 0, 0]",20621234,hopeless,au,""" So we do need to heal ourselves as an Aboriginal Torres Strait islander community , but also as a nation . "" <h> A life of hope , not hopelessness",0,0.92349935,1,0.92349935
10000,0,"[0, 0, 0, 0, 0, 0, 0]",4719331,vulnerable,jm,"The University of Technology , Jamaica through its USAID-funded Fi Wi Jamaica Project on international Human Rights Day , Thursday , December 10 , 2015 honoured ten ( 10 ) ? unsung heroes ? and one ( 1 ) institution for their transformative and enduring humanitarian work in influencing the way that Jamaican society values the most vulnerable . The awards were presented at the 2nd Annual Essence of Humanity Ubuntu Awards ceremony held at the PCJ auditorium , New Kingston .",0,0.9225272,1,0.9225272
8998,0,"[0, 0, 0, 0, 0, 0, 0]",974514,hopeless,in,""" It 's a hopeless situation , "" said the aid worker . "" You treat the children who are sick , and then they fall ill again because they are not getting the right food . """,0,0.9194179,1,0.9194179
9406,0,"[0, 0, 0, 0, 0, 0, 0]",20284953,in-need,au,"The backdrop to the year has been William , Kate and Harry 's mental health campaign , Heads Together , which has encouraged people to speak about their problems or be a sympathetic ear for others in need .",0,0.9185725,1,0.9185725
8891,0,"[0, 0, 0, 0, 0, 0, 0]",15935785,homeless,ng,"6 years ago she lost her husband -- he died from heart disease , and since then Wood lives alone with her children and a dog . When she learnt about Michael and Cory 's terrible life problems , she realised she had to help . This woman has a big kind heart . There were 2 empty rooms in her house , so she invited the homeless to live there . Many people might consider her action as a madness but Mel says that since her husband 's death , she does n't fear anything .",0,0.91802937,1,0.91802937
10355,0,"[0, 0, 0, 0, 0, 0, 0]",23867151,in-need,us,""" For more than 100 years , St. Bernard Hospital has delivered care with dignity to anyone in need . Today 's news reports stating a patient was "" kicked out "" are simply and completely untrue .",0,0.91486406,1,0.91486406
9210,0,"[0, 0, 0, 0, 0, 0, 0]",4614087,refugee,bd,"Perhaps one of Lahiri 's most lasting contributions was keeping written records of the conditions of the refugees , with vivid and heart wrenching descriptions of their plight .",0,0.9106233,1,0.9106233
8801,0,"[0, 0, 0, 0, 0, 0, 0]",14811855,poor-families,ng,My sister and I were just talking about this yesterday . She was telling me how she had to chastise her assistant at work for using young kids as house help . She told her these are kids like her kids these children are serving but unfortunately that they are from poor families,0,0.90952224,1,0.90952224
8901,0,"[0, 0, 0, 0, 0, 0, 0]",4273955,in-need,lk,""" You also get to meet a lot of people "" enthuses Kanthi . Kanthi , has not only grasped the opportunity to meet a lot of people through dancing , but has also used the chance to reach out to those in need of help . The proceeds from ' Step by step ' will be in aid of the Society for Uplift and Rehabilitation of Leprosy Patients ( SUROL ) .",0,0.90905297,1,0.90905297
9546,0,"[0, 0, 0, 0, 0, 0, 0]",1635657,in-need,us,"Soles4Souls , the Nashville-based charity that distributes a pair of shoes every seven seconds to people in need , has put a call out for donations as the organization is literally "" running out of shoes . """,0,0.90464556,1,0.90464556
8873,0,"[0, 0, 0, 0, 0, 0, 0]",26012805,poor-families,pk,"On the occasion , Major Fahad also distributed ration among the 40 poor families present at the medical camp . He said that army had been struggling to protect and serve the people of Swat and had stood by them in every troubled hour . People hoped that more such free medical camps would be arranged in the future .",0,0.9016598,1,0.9016598
10268,0,"[0, 0, 0, 0, 0, 0, 0]",24646531,vulnerable,gb,""" This new project will see an active engagement with the community to help improve the lives of vulnerable children and their families . "" <h> ' Enlightened local authorities '",0,0.8970921,1,0.8970921
9505,0,"[0, 0, 0, 0, 0, 0, 0]",21279168,hopeless,za,"I mention these moments to highlight and illustrate the potential that young people have to change our society . In all these moments they were able to find a way in situations that were otherwise deemed hopeless . Where other people could not have thought that there was way , young people were able to create one .",0,0.89704734,1,0.89704734
9732,0,"[0, 0, 0, 0, 0, 0, 0]",19767424,hopeless,jm,""" It 's the politicians that have no faith in the people . All we hear from them is negativity . If you keep feeding negativity , the response is a people who are tired , bored and feeling hopelessness . Give the people something to strive for . Build youth centres . There are sooooo many talented youth . Jamaica must stop bad-mouthing ALL youth . The majority just want one simple thing and that is , A CHANCE . """,0,0.8654479,1,0.8654479
9215,0,"[0, 0, 0, 0, 0, 0, 0]",3455992,hopeless,za,"My conclusion is that ours is a country and a world that has turned hope into a commodity and created ruthless "" hopereneurs "" ( hope entrepreneurs ) who will do anything to exploit hopelessness for their own enrichment .",0,0.85962707,1,0.85962707
9085,0,"[0, 0, 0, 0, 0, 0, 0]",1930964,hopeless,ke,"Teachers encourage these eager students to express their feelings in drawings and to share their thoughts in writing . We want them to realize that life does not stop when we encounter struggle , that we can find ways to move forward . We are helping them find solutions to seemingly overwhelming problems instead of resigning themselves to hopelessness .",0,0.8566032,1,0.8566032
8453,0,"[0, 0, 0, 0, 0, 0, 0]",25016305,in-need,au,""" This incident will not tear us down but rather strengthen us as an organization . We will continue our mission of helping Veterans in need . It is through your generous donations and the volunteers in Chapter 84 that we have been able to provide transportation service for Veterans to their appointments at VA facilities and to build wheel chair ramps at no cost to the Veteran . There is scarcely a family in Alexander County that has not witnessed Chapter 84 's Honor Guard perform Military Rites at a loved ones funeral . Last year , Chapter 84 voted to support ' Dental Care for Veterans , ' a program that is getting underway by the DAV Department of North Carolina . Through this program , Veterans will be able to receive primary dental care at no charge .",0,0.8557436,1,0.8557436
9386,0,"[0, 0, 0, 0, 0, 0, 0]",40077410,homeless,lk,"A happy day it was indeed when a 31 homeless street dogs found their forever homes in the loving arms of the kind children and adults who visited Embark 's ' Adopt A Dog Day ' at Lyceum International School , Nugegoda on the 15th of September . Students from grades 1 to 8 were invited to attend along with their families and friends . The organizers were delighted by the fact that all the puppies and adult dogs who had been put up for adoption found good homes and new families in record time . In fact , Embark ran out of dogs as the demand was so high , but this was just the first adoption day of many more to come at the Lyceum Schools , so everyone who missed out can find their forever friends at future adoption days .",0,0.84332776,1,0.84332776
10205,0,"[0, 0, 0, 0, 0, 0, 0]",13482823,in-need,tz,"Bridge2Aid is a dental charity that is working towards a world free from dental pain . Bridge2Aid empowers health workers who are already established and well respected members of rural communities . The NGOs provides them with skills , experience and equipment to help those in need .",0,0.83726865,1,0.83726865
9198,0,"[0, 0, 0, 0, 0, 0, 0]",1680710,hopeless,za,"Good Honeybadger , this is a cancer that is eating our country away , people want to accept wrong things because they are hopeless with the situation in this country .... the herdboy has successfully put our people in such despair that we start to think that wrong is good as long as it 's done by the likes of the Dancing Clown from Nkandla .... no morals at all . The ANC has got a serious problem when it comes to money really .....",0,0.8182325,1,0.8182325
10090,0,"[0, 0, 0, 0, 0, 0, 0]",24275614,poor-families,ke,""" We have identified extremely poor families , orphaned children , the elderly and those living with HIV/AIDS but with no source of income . We will give them priority to enable them get treated whenever they fall sick , "" he said .",0,0.8134184,1,0.8134184
9173,0,"[0, 0, 0, 0, 0, 0, 0]",40046242,women,sg,Geeta and the other women in their Self Help Group are also proud of the fact that other women are also getting inspired by their progress story . More and more women are getting associated with Bihan with an aim to bring about positive changes in their lives and most of them are inspired by other women who have already shown the example .,0,0.811948,1,0.811948
10275,0,"[0, 0, 0, 0, 0, 0, 0]",9910718,women,ng,""" Extremism in whatever form operates in an environment of weak government 's presence , which tends to create a climate of corruption . This is why most of the violence often springs from the periphery of society where poverty exists . It is also the reasons why you hardly find violence expressed in places like Asokoro , Victoria Island or the GRAs where the big men and women live together surrounded by their wealth , power and privilege which enable them to live peacefully . Violence is bred by the fact that the poor are often fighting over water , for example , and other scarce commodities that the big men and women take for granted . Extremism thrives in the pools of poverty and destitution and its victims are often the foot soldiers . """,0,0.8019803,1,0.8019803
10291,0,"[0, 0, 0, 0, 0, 0, 0]",22456584,in-need,bd,Department of Health Minister Steve Brine said the UK has a ' proud tradition ' of supporting nations in need .,0,0.79740226,1,0.79740226
